Jos;-29.200000;22.797054;70.200000
Dikson;-65.000000;-11.107034;36.900000
Tauranga;-32.900000;14.800967;66.200000
Kingston;-22.700000;27.407319;77.100000
Palm Springs;-24.100000;24.496876;72.700000
Wellington;-35.500000;12.899475;60.900000
Nairobi;-31.300000;17.794562;64.200000
Halifax;-40.400000;7.496015;55.500000
Indianapolis;-36.200000;11.793921;62.200000
Dhaka;-24.800000;25.898419;78.500000
Guadalajara;-26.700000;20.907172;74.100000
Kumasi;-25.400000;25.989077;73.200000
Seattle;-40.000000;11.298481;59.400000
Sochi;-36.500000;14.199431;64.600000
Minneapolis;-44.300000;7.797374;55.400000
Copenhagen;-42.700000;9.102419;57.000000
La Paz;-24.600000;23.697412;75.600000
Gagnoa;-24.700000;26.003091;74.900000
Prague;-42.400000;8.395094;55.800000
Cairns;-26.900000;25.004127;75.300000
Saint-Pierre;-45.100000;5.703356;56.900000
Portland {OR};-38.900000;12.410741;60.200000
Maun;-25.300000;22.394416;72.000000
Naha;-30.000000;23.111874;75.400000
Ürümqi;-41.500000;7.397804;59.100000
Ouagadougou;-20.400000;28.287544;76.200000
Nashville;-35.400000;15.400553;68.200000
Sydney;-28.700000;17.706555;68.800000
Sacramento;-39.100000;16.299470;68.700000
Hiroshima;-32.800000;16.307236;64.600000
Makassar;-27.400000;26.696412;74.900000
New Delhi;-24.100000;25.000573;76.900000
Marrakesh;-31.800000;19.598918;70.400000
Yerevan;-35.300000;12.415907;61.400000
Lagos;-24.000000;26.790605;78.700000
Anchorage;-47.200000;2.793828;57.700000
Rangpur;-24.900000;24.417415;76.500000
Rome;-35.700000;15.201213;64.900000
Johannesburg;-33.600000;15.487962;64.200000
Oulu;-51.000000;2.701736;56.000000
Vaduz;-43.300000;10.102702;60.300000
San Francisco;-31.300000;14.595050;62.000000
Harbin;-42.300000;4.996415;54.100000
Saint Petersburg;-43.500000;5.791138;49.900000
Phnom Penh;-24.000000;28.307804;75.900000
Douala;-24.200000;26.704430;75.500000
Mombasa;-22.200000;26.296264;76.400000
Bishkek;-40.400000;11.310695;63.600000
Guangzhou;-28.000000;22.403591;71.900000
Bangkok;-18.300000;28.599089;77.900000
Honolulu;-26.500000;25.397774;74.500000
Brisbane;-28.500000;21.411950;75.700000
Mango;-20.800000;28.092556;75.800000
Busan;-36.900000;15.005786;62.700000
Ifrane;-36.200000;11.401723;59.400000
Iqaluit;-57.500000;-9.295881;40.400000
Salt Lake City;-37.900000;11.602263;63.600000
Nouadhibou;-34.500000;21.297049;71.500000
Tunis;-32.300000;18.404928;66.000000
Fresno;-36.300000;17.897092;70.200000
Chiang Mai;-25.300000;25.787380;74.800000
Accra;-24.400000;26.409087;74.900000
Yinchuan;-39.200000;8.991142;56.200000
Omaha;-36.300000;10.610593;60.500000
Xi'an;-35.500000;14.106034;61.800000
Erzurum;-50.000000;5.092038;54.800000
Edmonton;-45.100000;4.215059;57.100000
Saskatoon;-48.400000;3.300932;57.200000
Montreal;-42.400000;6.806339;63.700000
Ségou;-21.000000;27.998852;80.600000
Antsiranana;-22.600000;25.200846;75.800000
Luxembourg City;-37.900000;9.294412;58.600000
Helsinki;-48.000000;5.888033;55.200000
Hanoi;-26.900000;23.606184;75.700000
Panama City;-25.400000;27.994850;81.100000
Novosibirsk;-49.300000;1.696179;53.000000
Roseau;-23.600000;26.191647;77.400000
Tokyo;-33.500000;15.403088;62.800000
Mek'ele;-30.300000;22.697959;71.300000
Medan;-26.100000;26.499794;78.200000
Whitehorse;-50.200000;-0.103295;47.600000
Canberra;-36.200000;13.106443;62.100000
Perth;-31.200000;18.692991;67.300000
Kathmandu;-31.200000;18.294250;67.400000
Santo Domingo;-21.700000;25.901480;80.600000
Zagreb;-38.200000;10.690682;60.200000
Kyoto;-38.600000;15.803247;71.900000
Vladivostok;-49.400000;4.898477;52.600000
Tegucigalpa;-24.900000;21.698080;70.900000
Porto;-34.400000;15.706525;62.900000
Lviv;-41.100000;7.801022;59.700000
Alexandra;-39.900000;11.008715;61.300000
Ngaoundéré;-30.100000;21.990398;73.400000
Dodoma;-24.500000;22.700339;73.500000
Khartoum;-20.500000;29.904326;78.700000
Mogadishu;-23.100000;27.115841;74.500000
Brussels;-41.600000;10.507804;60.200000
Tromsø;-45.500000;2.894946;52.400000
Bratislava;-37.500000;10.505609;62.200000
Andorra la Vella;-40.600000;9.812192;62.700000
Jakarta;-21.100000;26.701933;75.600000
Guatemala City;-29.500000;20.403113;69.000000
Baguio;-28.100000;19.502358;73.100000
Boston;-39.800000;10.901450;70.400000
Almaty;-37.800000;10.007948;58.400000
Columbus;-40.500000;11.700576;61.700000
Virginia Beach;-34.600000;15.794319;70.100000
Albuquerque;-34.800000;13.996506;70.400000
Bosaso;-20.700000;29.996267;78.800000
Dolisie;-29.700000;23.997633;73.200000
Istanbul;-34.400000;13.897559;67.100000
Mexicali;-27.400000;23.102431;72.400000
Port Vila;-27.800000;24.291239;71.900000
Toliara;-25.500000;24.101545;70.700000
Pyongyang;-39.000000;10.813527;60.000000
Lahore;-24.000000;24.304277;75.700000
Seoul;-36.300000;12.505491;62.500000
Stockholm;-41.900000;6.600502;56.700000
Bata;-23.100000;25.101052;75.800000
Hamburg;-44.600000;9.693593;59.300000
Abidjan;-20.600000;26.002043;73.500000
Parakou;-22.200000;26.796870;76.200000
Alice Springs;-29.100000;20.994401;70.400000
Port-Gentil;-24.800000;25.997252;75.000000
Oslo;-44.200000;5.698308;61.900000
Arkhangelsk;-50.800000;1.301091;49.800000
Gjoa Haven;-61.800000;-14.397688;33.800000
Antananarivo;-31.700000;17.899644;67.800000
Wrocław;-46.900000;9.593539;56.400000
Gaborone;-26.400000;21.003648;70.500000
Abéché;-21.100000;29.394807;79.300000
Niamey;-19.400000;29.296041;82.400000
Monterrey;-25.300000;22.299721;74.100000
Heraklion;-29.300000;18.892962;69.200000
Ahvaz;-26.100000;25.410092;77.100000
Pretoria;-30.800000;18.196490;66.600000
Palermo;-30.200000;18.500809;68.100000
Los Angeles;-32.900000;18.612743;72.200000
Addis Ababa;-33.100000;15.995369;68.100000
Upington;-31.600000;20.408665;68.500000
Port Moresby;-24.700000;26.911735;75.700000
Asmara;-35.300000;15.604971;63.800000
Bridgetown;-21.100000;27.004316;76.400000
Bulawayo;-28.800000;18.884630;67.400000
Conakry;-21.500000;26.405668;74.900000
Dushanbe;-41.100000;14.693889;65.600000
Phoenix;-24.800000;23.902058;76.700000
Surabaya;-20.500000;27.099149;82.400000
N'Djamena;-21.500000;28.300580;81.400000
Valletta;-34.000000;18.790695;70.400000
Baku;-34.800000;15.103708;64.400000
Brazzaville;-22.800000;25.001773;76.800000
Toamasina;-26.100000;23.404447;74.400000
Kuala Lumpur;-22.900000;27.305915;74.700000
Tallinn;-46.600000;6.395004;54.400000
Shanghai;-35.600000;16.701769;67.400000
Chihuahua;-29.000000;18.593962;70.600000
Milwaukee;-40.200000;8.899463;58.800000
Bouaké;-22.800000;25.996387;77.400000
Mzuzu;-34.900000;17.700614;65.500000
Benghazi;-31.900000;19.889027;66.900000
Nicosia;-30.000000;19.711829;70.800000
New Orleans;-27.100000;20.707814;71.700000
St. John's;-42.000000;4.999573;54.700000
Marseille;-33.200000;15.785137;67.200000
Manama;-24.100000;26.505925;77.500000
Auckland;-44.900000;15.193108;67.700000
Charlotte;-34.000000;16.094410;63.200000
Memphis;-29.200000;17.199888;66.400000
Havana;-30.600000;25.201683;74.700000
Ho Chi Minh City;-20.600000;27.392645;80.300000
Hat Yai;-25.100000;26.996205;78.200000
Dakar;-29.700000;24.000970;71.900000
Sofia;-39.100000;10.601639;62.400000
Bangui;-27.000000;26.002095;79.000000
Winnipeg;-45.400000;3.006750;60.000000
Las Palmas de Gran Canaria;-29.100000;21.194829;70.800000
Jacksonville;-30.700000;20.292068;78.400000
Abha;-33.300000;17.997575;68.900000
Zanzibar City;-22.100000;25.984645;76.300000
Lhasa;-41.000000;7.600397;54.000000
Bamako;-26.500000;27.802096;78.600000
Alexandria;-31.900000;19.996627;70.800000
Melbourne;-36.100000;15.095568;67.900000
Djibouti;-21.200000;29.896546;77.800000
Riyadh;-25.200000;25.991228;74.700000
San Diego;-32.800000;17.799794;68.000000
Oranjestad;-18.200000;28.108795;77.900000
Changsha;-31.400000;17.394566;65.000000
Baltimore;-38.400000;13.086247;63.500000
Ashgabat;-36.400000;17.098665;66.100000
Dallas;-33.100000;19.001670;73.300000
Kyiv;-43.800000;8.396003;57.000000
Minsk;-41.300000;6.698172;59.100000
Praia;-26.000000;24.387821;75.400000
Ouarzazate;-29.400000;18.892563;69.700000
Rabat;-32.700000;17.193499;70.000000
Dubai;-22.400000;26.903489;77.500000
Cracow;-40.500000;9.298822;57.200000
Christchurch;-41.800000;12.188483;61.200000
La Ceiba;-26.600000;26.196634;76.100000
Bissau;-21.500000;27.005420;78.500000
Malé;-21.600000;27.995101;77.000000
Muscat;-20.000000;28.008172;77.000000
Suva;-25.400000;25.602894;74.400000
Budapest;-41.800000;11.303669;60.300000
San Jose;-36.100000;16.398298;67.300000
Monaco;-34.000000;16.397045;67.200000
Athens;-30.000000;19.193219;69.000000
Tbilisi;-38.800000;12.898173;66.000000
Batumi;-33.700000;13.998070;67.300000
;4.800000;4.800000;4.800000
Vancouver;-41.000000;10.402463;58.000000
Karonga;-33.000000;24.397002;74.900000
Calgary;-46.300000;4.402328;55.000000
Lyon;-34.800000;12.497659;64.100000
Sana'a;-31.600000;19.994862;67.500000
Napoli;-45.000000;15.907815;68.900000
Bucharest;-38.500000;10.805617;58.600000
Cabo San Lucas;-25.400000;23.900316;72.700000
Yangon;-21.800000;27.491724;80.300000
Damascus;-35.900000;16.990023;65.100000
Malabo;-22.100000;26.300288;82.900000
Ghanzi;-28.200000;21.404372;71.200000
Ljubljana;-35.400000;10.901734;60.500000
Ottawa;-43.100000;6.598439;58.700000
Lake Havasu City;-29.100000;23.714302;72.900000
İzmir;-30.100000;17.897023;68.500000
Darwin;-25.500000;27.598835;75.200000
Burnie;-34.300000;13.102805;62.200000
Birao;-25.600000;26.503372;72.900000
Irkutsk;-46.700000;1.000146;49.200000
Podgorica;-33.800000;15.304322;65.100000
Niigata;-35.200000;13.904421;64.800000
Lisbon;-36.900000;17.509925;70.000000
Houston;-28.300000;20.805487;69.400000
Mumbai;-24.700000;27.101889;76.100000
Yellowknife;-54.100000;-4.286226;46.600000
New York City;-38.800000;12.899002;62.300000
Harare;-30.900000;18.401841;69.500000
Thiès;-25.900000;23.983063;73.500000
Erbil;-31.600000;19.501068;73.400000
Napier;-36.100000;14.616212;63.900000
Anadyr;-56.800000;-6.914314;46.700000
Managua;-24.500000;27.301488;75.200000
Austin;-29.800000;20.698635;69.700000
Amsterdam;-37.100000;10.199186;61.800000
Dar es Salaam;-23.300000;25.811225;74.800000
Paris;-42.700000;12.289015;62.300000
Barcelona;-30.700000;18.192995;66.000000
Bilbao;-35.700000;14.709975;64.000000
Ankara;-38.500000;11.994304;60.400000
Madrid;-40.500000;14.995091;66.700000
Palmerston North;-35.100000;13.201397;62.400000
Kano;-22.300000;26.402573;75.700000
Ndola;-30.500000;20.303036;75.000000
Bloemfontein;-34.500000;15.596851;65.200000
Rostov-on-Don;-42.400000;9.910836;57.900000
Willemstad;-21.500000;28.006779;76.300000
Detroit;-40.500000;10.011243;63.800000
Kinshasa;-21.400000;25.303048;77.100000
Berlin;-40.000000;10.286194;64.800000
Toluca;-39.300000;12.402162;65.100000
Da Lat;-33.900000;17.897863;70.300000
Da Nang;-26.400000;25.806489;80.400000
Lomé;-26.600000;26.903641;81.700000
